frame_idx,time_s,launcher_x_m,launcher_y_m,launcher_z_m,launcher_vx_mps,launcher_vy_mps,launcher_vz_mps,launcher_speed_mps,launcher_phi_deg,launcher_theta_deg,launcher_psi_deg,launcher_mass_kg,thrust_n,active_stage,satellite_x_m,satellite_y_m,satellite_z_m,launcher_visible,satellite_visible,launcher_impacted,satellite_released,recommended_fps
34,8.5,2.18605718008889,-0.728822916363081,460.195921552203,1.21135745286209,-0.233077065521463,104.420138033682,104.427424265709,0.0610622956851642,1.45676832241315,0.141765996803876,201404.225352113,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
35,8.75,2.52496160133038,-0.788756129195299,487.079300461459,1.35561768496594,-0.239732851328871,107.533515637022,107.542327278172,0.0443203398693112,1.567342795907,0.146578076667878,201151.408450704,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
36,9,2.90262886202213,-0.84991141368082,514.742351840379,1.51066904276701,-0.244621137942085,110.652205515679,110.662787539181,0.0261384113770105,1.68062494369607,0.151373934693242,200898.591549296,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
37,9.25,3.32181809912048,-0.911804191429301,543.186390947012,1.67675694839341,-0.247571110993925,113.776156426535,113.788780538831,0.00764508101420066,1.79625461161271,0.156159145269385,200645.774647887,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
38,9.5,3.78534555066726,-0.973937075730993,572.412719581837,1.8541098061871,-0.248531537206765,116.905314539298,116.92028078409,-0.0103013050058338,1.91384078997256,0.160941236200022,200392.957746479,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
39,9.75,4.29607949286851,-1.03582327481457,602.422625831317,2.04293576880501,-0.247544796334312,120.039624997919,120.057263148144,-0.0273237710263992,2.03296495718531,0.165728001848073,200140.14084507,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
40,10,4.85693394279916,-1.0969980108889,633.217384193839,2.24341779972261,-0.244698944297329,123.179033450091,123.199704069028,-0.0435832673061785,2.15318789187528,0.170525533876947,199887.323943662,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
41,10.25,5.47086093688457,-1.15701630430081,664.798256005325,2.45570797634164,-0.240073173647611,126.323487245942,126.347582354272,-0.0596661814672317,2.27405973713886,0.175336624640044,199634.507042254,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
42,10.5,6.14084146103135,-1.21543971866199,697.166490056355,2.67992209658713,-0.233693657444756,129.472936204122,129.500879551013,-0.0763395949726558,2.39513108654155,0.180160112669506,199381.690140845,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
43,10.75,6.86987531573173,-1.27181803558442,730.323323308028,2.91613541880152,-0.225513267689686,132.627333006692,132.659579987586,-0.0942492634820908,2.51596131279963,0.184991441510076,199128.873239437,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
44,11,7.66097027681378,-1.32567335919084,764.269981651403,3.16437984432817,-0.215421294425691,135.786633373498,135.823670650745,-0.113649910473892,2.63612131826807,0.189824295862377,198876.056338028,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
45,11.25,8.51713086187056,-1.37649345184566,799.007680698001,3.42464234022715,-0.203280370619273,138.950796186394,138.993141049838,-0.134247206168845,2.75519115676568,0.194652808536069,198623.23943662,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
46,11.5,9.4413469093402,-1.42373840273999,834.537626622765,3.69686418987855,-0.188979803577332,142.119783699056,142.16798316383,-0.155200069709447,2.87275555761085,0.199473627180591,198370.422535211,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
47,11.75,10.4365820955851,-1.46686077729789,870.861017096111,3.98094074497942,-0.172489498231582,145.293561893383,145.348191490326,-0.175287267064097,2.9884002812451,0.204287159096172,198117.605633803,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
48,12,11.5057624724934,-1.50533529325831,907.979042333842,4.27672150763328,-0.153898063841692,148.472100950924,148.533763139056,-0.193194181535212,3.10171055475156,0.209097567762194,197864.788732394,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
49,12.25,12.651765085141,-1.53869102227057,945.892886267071,4.58401045059052,-0.133422916049057,151.655375732917,151.724697864843,-0.207838350872904,3.21227146156178,0.213911497206145,197611.971830986,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
50,12.5,13.8774067113289,-1.56653806969403,984.603727802855,4.90256650475164,-0.11138818969383,154.843366143134,154.920997944756,-0.218638495297056,3.31966969479349,0.218735920187264,197359.154929577,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
51,12.75,15.1854327533497,-1.5885820097337,1024.11274212743,5.23210416808314,-0.0881757601586657,158.036057298301,158.122667873339,-0.225646586161482,3.4234961566752,0.223575801917501,197106.338028169,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
52,13,16.5785063131156,-1.60462270306105,1064.42110200833,5.57229423906378,-0.0641627733094234,161.233439523598,161.329713941846,-0.229501966477186,3.52334905652114,0.228432338965676,196853.521126761,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
53,13.25,18.0591974955835,-1.61453853345865,1105.52997907542,5.92276472987128,-0.0396633215903801,164.435508268362,164.542143825523,-0.23121883278597,3.61883724755894,0.233302346067823,196600.704225352,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
54,13.5,19.6299730058814,-1.61826126989692,1147.44054508892,6.28310204119192,-0.0148909457530991,167.642264054018,167.759966291596,-0.231867837283401,3.70958181828767,0.238178990376619,196347.887323944,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
55,13.75,21.2931860794537,-1.61574944885173,1190.15397322222,6.65285229428884,0.010047284180749,170.853712533167,170.983191077262,-0.232244358493964,3.79520347026775,0.24305367003455,196095.070422535,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
56,14,23.051066440823,-1.60696856676389,1233.67143941085,7.03152144547742,0.0351235283513927,174.069864754534,174.211828941557,-0.232620579974162,3.87534304200164,0.247918224600132,195842.253521127,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
57,14.25,24.905710815794,-1.59188432962262,1277.99412375335,7.41857749988397,0.0603369485650551,177.290737369985,177.445891724385,-0.232654377103561,3.94966360539387,0.252766963509913,195589.436619718,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
58,14.5,26.8590740544089,-1.57047131707951,1323.12321195811,7.81345295445966,0.0856520501724481,180.516352819064,180.685392377032,-0.231482211018256,4.01785200625651,0.257597800741127,195336.61971831,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
59,14.75,28.9129608923142,-1.54273480955245,1369.05989681185,8.21554735162098,0.110946030108261,183.746739414934,183.930344894278,-0.227969166656434,4.07961993672826,0.262412180454856,195083.802816901,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
60,15,31.0690183493852,-1.50873955464275,1415.8053796264,8.62422982828424,0.135981019638785,186.981931258214,187.180764097223,-0.221042917921988,4.13470471126977,0.267213899551707,194830.985915493,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
61,15.25,33.3287287451665,-1.46863708910202,1463.36087160808,9.03884158312519,0.160409862162924,190.221967926714,190.436665247007,-0.210013461757684,4.18287017272513,0.272007298551727,194578.169014085,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
62,15.5,35.6934033126375,-1.42268353213612,1511.7275950936,9.45869826988383,0.183814227863605,193.466893942103,193.698063522164,-0.194784364690212,4.2239079328703,0.276795478799843,194325.352112676,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
63,15.75,38.1641764115345,-1.37124245065612,1560.90678461615,9.88309239558814,0.205764325920002,196.716758090169,196.964973454073,-0.175892954483138,4.25763887895867,0.281579151667363,194072.535211268,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
64,16,40.7420003707236,-1.31477168862737,1610.89968779777,10.3112958367565,0.225883048114976,199.971612726491,200.237408446619,-0.15436712054031,4.28391496276659,0.286356461295642,193819.718309859,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
65,16.25,43.4276410218276,-1.25379769370309,1661.70756609507,10.7425626044157,0.243895979697141,203.231513189194,203.515380474617,-0.131440429277057,4.30262111788693,0.291123752526993,193566.901408451,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
66,16.5,46.2216740112625,-1.18888449681209,1713.33169543645,11.1761319577395,0.259652787564009,206.496517365526,206.798899970957,-0.108209215728598,4.31367703849,0.295876917201652,193314.084507042,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
67,16.75,49.1244819855121,-1.12060602796027,1765.77336677783,11.6112318969984,0.273113875407274,209.766685365514,210.087975825817,-0.0853327804038523,4.31703854703395,0.30061276784059,193061.267605634,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
68,17,52.1362527314811,-1.04952941872703,1819.03388657819,12.0470829838761,0.28430643693294,213.042079201433,213.382615386165,-0.0628655617819142,4.31269837047537,0.305329920488157,192808.450704225,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
69,17.25,55.2569783233938,-0.976213635427058,1873.11457717322,12.4829023676507,0.293263133199894,216.322762380149,216.682824373701,-0.0402716672388578,4.30068628184844,0.310028897548857,192555.633802817,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
70,17.5,58.4864552879234,-0.901223165765231,1928.01677701451,12.9179078581184,0.299961878647311,219.608799365144,219.988606703074,-0.016618669804351,4.28106869525701,0.314711491560434,192302.816901408,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
71,17.75,61.8242857601156,-0.825151899010745,1983.74184074404,13.3513218887688,0.304285067017944,222.90025491814,223.299964236789,0.00910518689157251,4.25394790828651,0.319379729708114,192050,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
72,18,65.2698795742672,-0.748649145575992,2040.29113908583,13.7823752566066,0.306011013739009,226.197193367145,226.616896540457,0.0376427505339421,4.21946126737757,0.32403492922007,191797.183098592,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
73,18.25,68.8224572244656,-0.672438886076281,2097.66605855424,14.2103106007936,0.304841037998847,229.499677873651,229.939400711446,0.0691905387895598,4.17778057158709,0.328677278946365,191544.366197183,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
74,18.5,72.4810536429718,-0.597325089463557,2155.86800100213,14.6343856740247,0.300455186450896,232.807769791533,233.2674713557,0.103273550533199,4.12911197961488,0.333306147548398,191291.549295775,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
75,18.75,76.2445227781485,-0.524179796544366,2214.89838305425,15.0538765407069,0.292581171676765,236.121528208504,236.601100771244,0.138809292407352,4.07369650299406,0.337920999612051,191038.732394366,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
76,19,80.1115429964459,-0.453915507892268,2274.7586354828,15.4680808731897,0.281057154608388,239.441009714206,239.940279344637,0.174342524263312,4.01181088674788,0.342522526095883,190785.915492958,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
77,19.25,84.0806233692259,-0.387447824969419,2335.45020257031,15.8763214911201,0.265870731691396,242.766268350037,243.284996084711,0.208381909090164,3.94376842828334,0.347113476663178,190533.098591549,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
78,19.5,88.150110920375,-0.3256569677373,2396.97454147282,16.2779502045962,0.247163428928477,246.097355610039,246.635239150608,0.239739332131084,3.86991923740411,0.351698771633023,190280.281690141,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
79,19.75,92.318198898564,-0.26935692730051,2459.33312155782,16.6723519127559,0.225200161747162,249.434320339982,249.990996231633,0.267771087647585,3.79064969113031,0.356284743566095,190027.464788732,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
80,20,96.5829361046097,-0.219278541191007,2522.52742366992,17.058948824183,0.20031354443801,252.777208448403,253.35225471953,0.292447943521525,3.7063813259051,0.360877712881369,189774.647887324,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
81,20.25,100.942237265865,-0.176068394899918,2586.55893928569,17.4372046450201,0.172840585164357,256.126062463077,256.719001736412,0.31423015948421,3.61756996079209,0.365482400144821,189521.830985915,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
82,20.5,105.393894426583,-0.140300408776861,2651.42916955275,17.8066286428747,0.143071944492229,259.480921068244,260.091224172656,0.333779429401659,3.52470631763459,0.370100796427982,189269.014084507,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
83,20.75,109.935589335788,-0.11249270920847,2717.13962424984,18.1667796368185,0.111230798273563,262.841818788371,263.468908903199,0.351585951731245,3.42831983410133,0.374731995242537,189016.197183099,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
84,21,114.564906880863,-0.0931201176962067,2783.69182073463,18.5172701803016,0.0774903660490533,266.208785939145,266.852043295307,0.367611663377291,3.3289879961711,0.379373170140863,188763.38028169,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
85,21.25,119.27934975751,-0.0826129365628501,2851.08728295385,18.857771506587,0.0420287245334263,269.581848876882,270.240616037794,0.381042943583818,3.22735477401362,0.384021476777205,188510.563380282,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
86,21.5,124.076354818704,-0.0813354911776637,2919.3275405718,19.188020244775,0.00510978154074534,272.961030471808,273.634618247135,0.390208647933076,3.12416451573117,0.388676320388451,188257.746478873,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
87,21.75,128.953311975614,-0.0895421528887324,2988.41412822543,19.5078286276393,-0.0328266468442747,276.346350614513,277.034044754996,0.392658385413328,3.02032505205149,0.393341302625382,188004.929577465,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
88,22,133.907587317597,-0.107312734509647,3058.34858483224,19.8171013679323,-0.0710823264836604,279.737826427229,280.438895471999,0.385311166896712,2.91704043783731,0.39802538513744,187752.112676056,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
89,22.25,138.936553963105,-0.134470994869632,3129.1324527415,20.1158665820316,-0.108633041439937,283.135471637076,283.849176832756,0.364408972177739,2.81619378112977,0.402743890100677,187499.295774648,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
90,22.5,144.037640694193,-0.170484855857376,3200.76727619495,20.4043469243514,-0.144055443950976,286.539293813799,287.264903920912,0.324041984714716,2.72263545261764,0.407528857220702,187246.478873239,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
91,22.75,149.208458207175,-0.21430905899036,3273.25459638616,20.6832700519298,-0.175296812531937,289.949280764828,290.68610872392,0.274112472112854,2.67430784111969,0.412584842877589,186993.661971831,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
92,23,154.44779774162,-0.264636172942312,3346.59590414056,20.9573581377813,-0.201308455807806,293.365231017584,294.112920755294,0.233953989127288,2.67026574747437,0.417749487909688,186740.845070423,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
93,23.25,159.755614084578,-0.320404635099745,3420.79264151419,21.2312653718301,-0.223073848629733,296.786949494542,297.54547514877,0.211016545118592,2.70623616144484,0.422839904368718,186488.028169014,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
94,23.5,165.132918731821,-0.380996740491362,3495.84620727305,21.5092185889726,-0.242368421566469,300.214263035442,300.983901490883,0.211415270796355,2.77476537966237,0.42774166639643,186235.211267606,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
95,23.75,170.581588383602,-0.446402961887583,3571.75796449785,21.7946786071226,-0.261624885584886,303.647028899171,304.428307853364,0.237361279599641,2.86274929775165,0.432420990543197,185982.394366197,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
96,24,176.104022563123,-0.517285010498401,3648.52925470445,22.0897367180847,-0.28352819444327,307.085160826426,307.878763243429,0.282226137889341,2.95675617962728,0.436913782260203,185729.577464789,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
97,24.25,181.702789177353,-0.594805369178819,3726.16141397869,22.3950664569208,-0.310081434721674,310.528637096967,311.335300936797,0.336489668926029,3.05068285119444,0.441294928781431,185476.76056338,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
98,24.5,187.380461741678,-0.68037791055434,3804.65578135829,22.7106902572991,-0.342290165502083,313.977469518369,314.797941511184,0.392989172107021,3.14273938257679,0.445636618547983,185223.943661972,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
99,24.75,193.139570573291,-0.775478996312397,3884.01370230707,23.0364353264539,-0.380404343032228,317.431683795123,318.266705668408,0.446736645218883,3.23241240714913,0.449989618786663,184971.126760563,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
100,25,198.982588047277,-0.881515201780622,3964.23653084732,23.3720698959421,-0.424144821872902,320.891314161025,321.741618467429,0.494313308932968,3.319467932904,0.454379185481995,184718.309859155,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
101,25.25,204.911921511479,-0.999732121553899,4045.32563147506,23.71733385681,-0.472867679093105,324.356402510961,325.222710429284,0.533638159642718,3.40367230457043,0.458808253149193,184465.492957746,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
102,25.5,210.929906435582,-1.13115840567017,4127.28238104047,24.0719396964119,-0.525705136465079,327.826998261621,328.710017242954,0.563872318213021,3.48472538762563,0.463264581573637,184212.676056338,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
103,25.75,217.038797995966,-1.27658270338796,4210.10817051235,24.4355662415353,-0.581697190871158,331.303157887515,332.203578691449,0.585267945178691,3.56226128815989,0.467729205543141,183959.85915493,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
104,26,223.240761078499,-1.43655967439187,4293.80440652955,24.8078523301301,-0.639907884015638,334.784944068792,335.703437269382,0.598886500503255,3.63587116157676,0.472183929899207,183707.042253521,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
105,26.25,229.537859248113,-1.61143769689656,4378.37251271776,25.1883926784582,-0.699512090018778,338.272424752849,339.20963693719,0.606202695721735,3.70513066494958,0.47661633494981,183454.225352113,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
106,26.5,235.932043339554,-1.80139778445732,4463.81393083431,25.5767363657635,-0.759840350243029,341.765672466195,342.722222326992,0.608671830649045,3.76962406860715,0.481021716585928,183201.408450704,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
107,26.75,242.4251402287,-2.00649216497975,4550.13012184881,25.9723875565836,-0.820377522089732,345.264764058,346.241238495206,0.607364365760897,3.82896167125928,0.485402324405567,182948.591549296,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
108,27,249.018842177377,-2.22667269822891,4637.32256706001,26.3748077947061,-0.88072213299662,348.769780844801,349.766731105481,0.602760731655048,3.88279023538626,0.489764917446141,182695.774647887,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
109,27.25,255.714696988551,-2.46180354748483,4725.39276929973,26.7834192446995,-0.940523397023698,352.280808958894,353.298746801387,0.594757489380497,3.9307981262243,0.494117874681075,182442.957746479,4500000,P120C,NaN,NaN,NaN,1,0,0,0,18
